0,0,0,0
0.005,0.15,0,0
0.01,0.3,0,0
0.015,0.45,0,0
0.02,0.6,0,0
0.025,0.75,0,0
0.03,0.9,0,0
0.035,1.05,0,0
0.04,1.2,0,0
0.045,1.35,0,0
0.05,1.5,0,0
0.055,1.65,0,0
0.06,1.8,0,0
0.065,1.95,0,0
0.07,2.1,0,0
0.075,2.25,0,0
0.08,2.4,0,0
0.085,2.55,0,0
0.09,2.7,0,0
0.095,2.85,0,0
0.1,3,0,0
0.105,3.15,0,0
0.11,3.3,0,0
0.115,3.45,0,0
0.12,3.6,0,0
0.125,3.75,0,0
0.13,3.9,0,0
0.135,4.05,0,0
0.14,4.2,0,0
0.145,4.35,0,0
0.15,4.5,0,0
0.155,4.65,0,0
0.16,4.8,0,0
0.165,4.95,0,0
0.17,5.1,0,0
0.175,5.25,0,0
0.18,5.4,0,0
0.185,5.55,0,0
0.19,5.7,0,0
0.195,5.85,0,0
0.2,6,0,0
0.205,6.15,0,0
0.21,6.3,0,0
0.215,6.45,0,0
0.22,6.6,0,0
0.225,6.75,0,0
0.23,6.9,0,0
0.235,7.05,0,0
0.24,7.2,0,0
0.245,7.35,0,0
0.25,7.5,0,0
0.255,7.65,0,0
0.26,7.8,0,0
0.265,7.95,0,0
0.27,8.1,0,0
0.275,8.25,0,0
0.28,8.4,0,0
0.285,8.55,0,0
0.29,8.7,0,0
0.295,8.85,0,0
0.3,9,0,0
0.305,9.15,0,0
0.31,9.3,0,0
0.315,9.45,0,0
0.32,9.6,0,0
0.325,9.75,0,0
0.33,9.9,0,0
0.335,10.05,0,0
0.34,10.2,0,0
0.345,10.35,0,0
0.35,10.5,0,0
0.355,10.65,0,0
0.36,10.8,0,0
0.365,10.95,0,0
0.37,11.1,0,0
0.375,11.25,0,0
0.38,11.4,0,0
0.385,11.55,0,0
0.39,11.7,0,0
0.395,11.85,0,0
0.4,12,0,0
0.405,12.15,0,0
0.41,12.3,0,0
0.415,12.45,0,0
0.42,12.6,0,0
0.425,12.75,0,0
0.43,12.9,0,0
0.435,13.05,0,0
0.44,13.2,0,0
0.445,13.35,0,0
0.45,13.5,0,0
0.455,13.65,0,0
0.46,13.8,0,0
0.465,13.95,0,0
0.47,14.1,0,0
0.475,14.25,0,0
0.48,14.4,0,0
0.485,14.55,0,0
0.49,14.7,0,0
0.495,14.85,0,0
0.5,15,0,0
0.505,15.15,0,0
0.51,15.3,0,0
0.515,15.45,0,0
0.52,15.6,0,0
0.525,15.75,0,0
0.53,15.9,0,0
0.535,16.05,0,0
0.54,16.2,0,0
0.545,16.35,0,0
0.55,16.5,0,0
0.555,16.65,0,0
0.56,16.8,0,0
0.565,16.95,0,0
0.57,17.1,0,0
0.575,17.25,0,0
0.58,17.4,0,0
0.585,17.55,0,0
0.59,17.7,0,0
0.595,17.85,0,0
0.6,18,0,0
0.605,18.15,0,0
0.61,18.3,0,0
0.615,18.45,0,0
0.62,18.6,0,0
0.625,18.75,0,0
0.63,18.9,0,0
0.635,19.05,0,0
0.64,19.2,0,0
0.645,19.35,0,0
0.65,19.5,0,0
0.655,19.65,0,0
0.66,19.8,0,0
0.665,19.95,0,0
0.67,20.1,0,0
0.675,20.25,0,0
0.68,20.4,0,0
0.685,20.55,0,0
0.69,20.7,0,0
0.695,20.85,0,0
0.7,21,0,0
0.705,21.15,0,0
0.71,21.3,0,0
0.715,21.45,0,0
0.72,21.6,0,0
0.725,21.75,0,0
0.73,21.9,0,0
0.735,22.05,0,0
0.74,22.2,0,0
0.745,22.35,0,0
0.75,22.5,0,0
0.755,22.65,0,0
0.76,22.8,0,0
0.765,22.95,0,0
0.77,23.1,0,0
0.775,23.25,0,0
0.78,23.4,0,0
0.785,23.55,0,0
0.79,23.7,0,0
0.795,23.85,0,0
0.8,24,0,0
0.805,24.15,0,0
0.81,24.3,0,0
0.815,24.45,0,0
0.82,24.6,0,0
0.825,24.75,0,0
0.83,24.9,0,0
0.835,25.05,0,0
0.84,25.2,0,0
0.845,25.35,0,0
0.85,25.5,0,0
0.855,25.65,0,0
0.86,25.8,0,0
0.865,25.95,0,0
0.87,26.1,0,0
0.875,26.25,0,0
0.88,26.4,0,0
0.885,26.55,0,0
0.89,26.7,0,0
0.895,26.85,0,0
0.9,27,0,0
0.905,27.15,0,0
0.91,27.3,0,0
0.915,27.45,0,0
0.92,27.6,0,0
0.925,27.75,0,0
0.93,27.9,0,0
0.935,28.05,0,0
0.94,28.2,0,0
0.945,28.35,0,0
